,mushotel_type,is_canceled,booking_lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,weekend_stays,weekday_stays,wisymurfs,smurflings,number_of_babies,meal_type,smurfland,market_segment,booking_channel,smurfy_smurf,number_of_previous_cancellations,previous_bookings_not_canceled,requested_mushroom_type,allocated_mushroom_type,booking_changes,deposit_type,agent,moberry,days_in_waiting_list,customer_type,average_daily_rate,smurfberry_spaces_required,number_of_special_requests,smurvation_status_date,mushotel_location
98,"Wach Raid, mrigale l challenge? ;)",0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
99,ENSIA >>> ESI,1,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
100,AIFest23,0,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
101,AIFest23,1,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
102,AIFest23,1,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
103,AIFest23,0,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
104,ENSIA >>> ESI,1,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
105,AIFest23,1,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
106,AIFest23,1,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
107,ENSIA >>> ESI,0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
108,"Wach Raid, mrigale l challenge? ;)",1,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
109,"Wach Raid, mrigale l challenge? ;)",0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
110,"Wach Raid, mrigale l challenge? ;)",1,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
111,AIFest23,0,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
112,ENSIA >>> ESI,0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
113,AIFest23,0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
114,AIFest23,0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
115,"Wach Raid, mrigale l challenge? ;)",0,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
116,"Wach Raid, mrigale l challenge? ;)",1,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
117,AIFest23,0,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
118,"Wach Raid, mrigale l challenge? ;)",0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
119,AIFest23,1,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
120,ENSIA >>> ESI,0,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
121,ENSIA >>> ESI,1,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
122,AIFest23,0,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
123,ENSIA >>> ESI,0,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
124,"Wach Raid, mrigale l challenge? ;)",1,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
125,ENSIA >>> ESI,0,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
126,"Wach Raid, mrigale l challenge? ;)",1,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
127,ENSIA >>> ESI,1,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
128,"Wach Raid, mrigale l challenge? ;)",1,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
129,ENSIA >>> ESI,0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
130,AIFest23,1,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
131,"Wach Raid, mrigale l challenge? ;)",1,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
132,AIFest23,0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
133,AIFest23,0,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
134,ENSIA >>> ESI,1,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
135,"Wach Raid, mrigale l challenge? ;)",0,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
136,ENSIA >>> ESI,0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
137,ENSIA >>> ESI,1,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
138,"Wach Raid, mrigale l challenge? ;)",1,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
139,AIFest23,1,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
140,"Wach Raid, mrigale l challenge? ;)",1,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
141,"Wach Raid, mrigale l challenge? ;)",1,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
142,AIFest23,0,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
143,AIFest23,1,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
144,ENSIA >>> ESI,0,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
145,"Wach Raid, mrigale l challenge? ;)",0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
146,"Wach Raid, mrigale l challenge? ;)",1,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
147,ENSIA >>> ESI,1,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
148,"Wach Raid, mrigale l challenge? ;)",0,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
149,ENSIA >>> ESI,1,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
150,AIFest23,1,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
151,ENSIA >>> ESI,0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
152,ENSIA >>> ESI,0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
153,ENSIA >>> ESI,1,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
154,ENSIA >>> ESI,0,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
155,ENSIA >>> ESI,0,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
156,ENSIA >>> ESI,0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
157,"Wach Raid, mrigale l challenge? ;)",0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
158,AIFest23,1,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
159,"Wach Raid, mrigale l challenge? ;)",0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
160,ENSIA >>> ESI,0,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
161,"Wach Raid, mrigale l challenge? ;)",0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
162,"Wach Raid, mrigale l challenge? ;)",0,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
163,ENSIA >>> ESI,1,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
164,AIFest23,1,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
165,AIFest23,1,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
166,"Wach Raid, mrigale l challenge? ;)",1,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
167,"Wach Raid, mrigale l challenge? ;)",0,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
168,ENSIA >>> ESI,0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
169,"Wach Raid, mrigale l challenge? ;)",0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
170,"Wach Raid, mrigale l challenge? ;)",1,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
171,AIFest23,0,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
172,AIFest23,1,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
173,"Wach Raid, mrigale l challenge? ;)",0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
174,"Wach Raid, mrigale l challenge? ;)",1,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
175,AIFest23,0,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
176,"Wach Raid, mrigale l challenge? ;)",1,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
177,ENSIA >>> ESI,0,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
178,ENSIA >>> ESI,1,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
179,AIFest23,0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
180,"Wach Raid, mrigale l challenge? ;)",0,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
181,AIFest23,0,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
182,"Wach Raid, mrigale l challenge? ;)",0,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
183,"Wach Raid, mrigale l challenge? ;)",0,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
184,"Wach Raid, mrigale l challenge? ;)",1,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
185,"Wach Raid, mrigale l challenge? ;)",0,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
186,ENSIA >>> ESI,1,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
187,ENSIA >>> ESI,0,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
188,ENSIA >>> ESI,1,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
189,"Wach Raid, mrigale l challenge? ;)",1,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
190,"Wach Raid, mrigale l challenge? ;)",0,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
191,ENSIA >>> ESI,0,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
192,"Wach Raid, mrigale l challenge? ;)",0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
193,ENSIA >>> ESI,0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
194,AIFest23,0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
195,ENSIA >>> ESI,0,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
196,"Wach Raid, mrigale l challenge? ;)",1,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
197,AIFest23,1,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
198,ENSIA >>> ESI,1,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
199,AIFest23,1,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
200,"Wach Raid, mrigale l challenge? ;)",0,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
201,"Wach Raid, mrigale l challenge? ;)",0,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
202,ENSIA >>> ESI,0,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
203,"Wach Raid, mrigale l challenge? ;)",0,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
204,"Wach Raid, mrigale l challenge? ;)",0,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
205,ENSIA >>> ESI,0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
206,AIFest23,0,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
207,AIFest23,0,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
208,"Wach Raid, mrigale l challenge? ;)",1,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
209,AIFest23,1,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
210,ENSIA >>> ESI,1,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
211,"Wach Raid, mrigale l challenge? ;)",0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
212,"Wach Raid, mrigale l challenge? ;)",1,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
213,ENSIA >>> ESI,0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
214,"Wach Raid, mrigale l challenge? ;)",1,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
215,"Wach Raid, mrigale l challenge? ;)",0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
216,AIFest23,1,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
217,"Wach Raid, mrigale l challenge? ;)",1,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
218,"Wach Raid, mrigale l challenge? ;)",0,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
219,AIFest23,1,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
220,"Wach Raid, mrigale l challenge? ;)",1,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
221,ENSIA >>> ESI,0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
222,AIFest23,1,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
223,"Wach Raid, mrigale l challenge? ;)",1,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
224,ENSIA >>> ESI,0,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
225,"Wach Raid, mrigale l challenge? ;)",1,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
226,"Wach Raid, mrigale l challenge? ;)",0,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
227,ENSIA >>> ESI,1,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
228,"Wach Raid, mrigale l challenge? ;)",0,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
229,"Wach Raid, mrigale l challenge? ;)",0,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
230,AIFest23,0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
231,ENSIA >>> ESI,1,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
232,ENSIA >>> ESI,1,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
233,"Wach Raid, mrigale l challenge? ;)",1,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
234,AIFest23,1,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
235,ENSIA >>> ESI,0,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
236,AIFest23,1,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
237,AIFest23,1,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
238,"Wach Raid, mrigale l challenge? ;)",0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
239,"Wach Raid, mrigale l challenge? ;)",1,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
240,"Wach Raid, mrigale l challenge? ;)",1,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
241,AIFest23,1,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
242,ENSIA >>> ESI,0,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
243,"Wach Raid, mrigale l challenge? ;)",0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
244,"Wach Raid, mrigale l challenge? ;)",1,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
245,ENSIA >>> ESI,0,1,Wisdom Whirlwind,IntelliGenius THE BEST,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
246,"Wach Raid, mrigale l challenge? ;)",1,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
247,"Wach Raid, mrigale l challenge? ;)",1,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
248,ENSIA >>> ESI,0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,l7ouma
249,"Wach Raid, mrigale l challenge? ;)",0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
250,ENSIA >>> ESI,0,1,Wisdom Whirlwind,Larbi Rak tatrichi,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy challenge yo yo yo
251,AIFest23,0,1,Wisdom Whirlwind,Merrysnow,54,1,,,,,,,,,,,,,,,,,,,,Smurfy murfy,,,,,Smurfy GDSC
