id,satisfied,evaluation,projects,work_hours,total_time_spent,had_accident,still_working,got_promoted,department,salary_range
2260,0.83,0.79,"SecCamp ,WebCamp,Farmy,  Drug Design  ",143,3,0,0,0,RandD,low
2261,0.39,0.55,"WebCamp, SecCamp ",156,3,0,1,0,product_mng,medium
2262,0....88,0.87,"Salah lFrog,  Penalizing System,Smurfs,  Drug Design  ",235,6,0,1,0,management,low
2263,0.84,0.93,"Smurfs,  AiFest23  ,Raid Dorms Cook,Drug Design,AiFest23",225,4,0,0,0,sales,high
2264,0.43,0.5,"Smurfs,  Drug Design  ",135,3,0,1,0,product_mng,medium
2265,0.75,0.63,"Raid Dorms Cook,SecCamp ,  Drug Design  ,AiFest23",209,3,0,0,1,sales,medium
2266,0.22,0.55,"Drug Design, SecCamp ,Penalizing System,  Drug Design  ",261,3,1,0,0,sales,medium
2267,0.72,0.79,"Drug Design,  Penalizing System,  AiFest23  ",221,3,0,0,0,product_mng,high
2268,0.78,0.96,"  Drug Design  ,Smurfs  ",285,3,0,0,0,sales,high
2269,0.78,0.86,"Farmy,AiFest23,  Penalizing System,Penalizing System",249,5,0,1,0,sales,medium
2270,0.44,0.51,"SecCamp ,  AiFest23  ",145,3,0,1,0,marketing,low
2271,,0.53,"Farmy,Salah lFrog,WebCamp, SecCamp ,SecCamp ,Drug Design",216,6,1,0,0,sales,medium
2272,0.15,0.81,"Drug Design,  AiFest23  ,AiFest23,Penalizing System,Farmy",280,3,1,0,0,RandD,high
2273,0.93,0.59,"  Penalizing System,Smurfs, SecCamp ",273,2,1,0,0,sales,medium
2274,0.98,0.54,"  AiFest23  ,Smurfs  ,Raid Dorms Cook,Drug Design",178,3,0,0,0,technical,low
2275,,0.55,"Smurfs,AiFest23,WebCamp,Smurfs  ,Drug Design",247,3,0,0,0,sales,low
2276,,0.55," SecCamp ,Smurfs  ",137,3,0,1,0,RandD,low
2277,0.84,0.94,"Farmy,Penalizing System, SecCamp ,AiFest23",246,2,1,0,0,support,medium
2278,0.54,0.64,"AiFest23,Drug Design,Farmy,  Penalizing System,Penalizing System,SecCamp ",278,2,0,0,0,technical,medium
2279,0.86,0.86,"Raid Dorms Cook,  Penalizing System,AiFest23,Salah lFrog",197,3,1,0,0,support,low
2280,0.88,0.81,"  Drug Design  ,Farmy, SecCamp ,  AiFest23  ",179,3,0,0,0,management,high
2281,0.54,0.93,"Farmy, SecCamp ,  Penalizing System,Smurfs  ",184,2,1,0,0,marketing,medium
2282,0.69,0.78,"  Drug Design  ,Smurfs  ,Salah lFrog,AiFest23,SecCamp ",131,8,0,0,0,support,low
2283,0.79,0.97,"Salah lFrog,Farmy,AiFest23,  Penalizing System",204,3,0,0,0,sales,medium
2284,0.43,0.48,"SecCamp ,Penalizing System",149,3,0,1,0,support,medium
2285,0.87,0.84," SecCamp ,Raid Dorms Cook,SecCamp ,Drug Design",237,3,1,0,0,sales,medium
2286,0.77,0.82,"  Penalizing System,SecCamp ,Smurfs,Drug Design",217,5,0,1,0,hr,medium
2287,0.65,0.84,"SecCamp , SecCamp ,Penalizing System",189,2,1,0,0,support,low
2288,0................67,0.91,"Salah lFrog,Drug Design,  AiFest23  ",147,3,0,0,0,technical,medium
2289,1.0,0.55,"WebCamp,Penalizing System,Drug Design,  Penalizing System",186,4,1,0,0,technical,medium
2290,0.39,0.55,"AiFest23,Smurfs  ",156,3,0,1,0,product_mng,medium
2291,0.74,0.84,"  Drug Design  ,Raid Dorms Cook,Penalizing System,Salah lFrog,Smurfs",249,5,0,1,0,product_mng,medium
2292,0.52,0.96,"AiFest23,  Drug Design  ,  AiFest23  ,SecCamp ",125,3,0,0,0,hr,low
2293,0.61,0.58,"Raid Dorms Cook,Smurfs",264,4,0,1,0,technical,low
2294,0.95,0.64,"Drug Design,Smurfs,AiFest23",138,4,1,0,0,technical,low
2295,0.37,0.52,"AiFest23, SecCamp ",158,3,0,1,0,support,low
2296,0.55,0.57,"Penalizing System,AiFest23,Drug Design,  AiFest23  ",220,3,0,0,0,sales,medium
2297,0.12,0.73,"Raid Dorms Cook,Drug Design,  Penalizing System,Farmy,Penalizing System,Smurfs",166,3,0,0,0,IT,low
2298,0.1,0.92,"Penalizing System,Raid Dorms Cook,  Drug Design  ,Drug Design,Farmy,  Penalizing System,WebCamp",273,4,0,1,0,technical,medium
2299,0.74,0.74," SecCamp ,  AiFest23  ,  Penalizing System,Salah lFrog,  Drug Design  ",175,3,0,0,0,sales,low
2300,0.78,0.66,"Penalizing System,SecCamp , SecCamp ,  AiFest23  ",258,3,0,0,0,sales,low
2301,0.61,0.83,"Salah lFrog,  AiFest23  ,  Drug Design  ,Smurfs",153,2,0,0,0,technical,low
2302,0.66,0.58,"Drug Design,  AiFest23  ,Smurfs,Raid Dorms Cook",244,3,0,0,0,sales,medium
2303,0.66,0.96,"Farmy,Penalizing System, SecCamp ,AiFest23",103,2,0,0,0,technical,low
2304,0.49,0.58,"  AiFest23  ,Drug Design,  Drug Design  ,Penalizing System",213,4,1,0,0,product_mng,low
2305,0.19,0.86," SecCamp ,Raid Dorms Cook,SecCamp ,Smurfs",198,6,0,0,0,accounting,medium
2306,0.48,0.93,"  Drug Design  ,WebCamp,Smurfs  ",150,10,0,0,0,technical,low
2307,0.84,0.51," SecCamp ,Drug Design,  Drug Design  ,Salah lFrog",259,3,0,0,0,RandD,medium
2308,0.63,0.76,"  Penalizing System,  Drug Design  , SecCamp ,Raid Dorms Cook",217,2,1,0,0,IT,medium
2309,0.57,0.49,"WebCamp,Farmy,SecCamp ",159,4,1,0,0,technical,high
2310,0.4,0.49,"  AiFest23  ,SecCamp ",140,3,0,1,0,sales,medium
2311,0.88,0.89,"  AiFest23  ,Farmy,WebCamp,Raid Dorms Cook",213,3,0,0,0,management,medium
2312,0.67,0.72,"WebCamp, SecCamp ,SecCamp ,AiFest23",223,3,0,0,0,support,medium
2313,0.74,0.56,"Penalizing System,Drug Design, SecCamp ,Salah lFrog",190,3,1,0,0,accounting,low
2314,0.6,0.62," SecCamp ,Penalizing System,WebCamp,Smurfs,  AiFest23  ",274,3,0,0,0,management,medium
2315,0.4,0.54,"SecCamp ,Salah lFrog",141,3,0,1,0,technical,medium
2316,0.62,0.38,"Salah lFrog,Smurfs,  Drug Design  ",257,3,0,0,0,technical,medium
2317,,0.45,"Salah lFrog,Penalizing System",142,3,0,1,0,technical,low
2318,0.16,0.68,"Smurfs  ,SecCamp ,  Drug Design  ,Raid Dorms Cook, SecCamp ",149,7,1,0,0,sales,medium
2319,0..56,0.81," SecCamp ,Farmy,Salah lFrog,Smurfs  ",188,3,1,0,0,marketing,low
2320,0.77,0.5,"Smurfs,Penalizing System,SecCamp ,Farmy",281,2,0,0,0,sales,low
2321,0.4,0.5,"Raid Dorms Cook,  Drug Design  ",130,3,0,1,0,sales,low
2322,0.78,0.99,"Penalizing System,Smurfs  ",188,2,0,0,0,technical,medium
2323,0.52,0.84,"Penalizing System,AiFest23,Smurfs,WebCamp",212,3,0,0,0,IT,medium
2324,0.77,0.49,"Penalizing System,Raid Dorms Cook, SecCamp ,Smurfs",184,3,0,0,0,technical,low
2325,0.41,0.49,"Salah lFrog,  AiFest23  ",130,3,0,1,0,marketing,low
2326,,0.53,"Smurfs,WebCamp",140,3,0,1,0,sales,low
2327,0.75,0.91,"Raid Dorms Cook,Smurfs,Farmy,WebCamp",243,3,0,0,0,technical,high
2328,0.53,0.56,"Penalizing System,  Penalizing System, SecCamp ,  Drug Design  ",249,2,0,0,0,sales,medium
2329,,0.61,"SecCamp ,WebCamp,Raid Dorms Cook,  Drug Design  ,  AiFest23  ",198,5,0,0,0,sales,medium
2330,0................6,0.59,"Smurfs  ,  Drug Design  ,Drug Design, SecCamp ,AiFest23",146,4,0,0,0,accounting,low
2331,0.41,0.52,"WebCamp,  AiFest23  ",127,3,1,1,0,support,low
2332,0.48,0.41,"  Penalizing System,  AiFest23  ,Salah lFrog,Penalizing System,Smurfs",286,3,0,0,0,support,high
2333,1.4582247485823467,0.65,"Salah lFrog,Farmy,Smurfs",176,3,0,0,0,IT,low
2334,0.96,0.91,"  Drug Design  ,AiFest23, SecCamp ",260,5,0,0,0,technical,low
2335,1.4434325887492176,0.63,"  Penalizing System,  Drug Design  ,Penalizing System",230,2,0,0,0,product_mng,low
2336,0.16,0.72,"AiFest23,SecCamp ,Smurfs",203,3,0,0,0,sales,medium
2337,0.9,0.82,"Salah lFrog,Drug Design,Raid Dorms Cook,  AiFest23  ",136,3,0,0,0,product_mng,low
2338,,0.69,"Raid Dorms Cook,WebCamp,Drug Design",252,3,0,0,0,sales,low
2339,0.92,0.69,"SecCamp ,  Drug Design  ,AiFest23,Raid Dorms Cook",149,6,1,0,0,RandD,medium
2340,0.87,0.9,"AiFest23,SecCamp ,Smurfs,Raid Dorms Cook,Penalizing System",254,6,0,1,0,support,low
2341,0.69,0.88,"  Penalizing System,Penalizing System,WebCamp",164,10,0,0,0,management,medium
2342,0.52,0.51,"  Penalizing System,SecCamp ,Salah lFrog",218,2,1,0,0,technical,medium
2343,0.46,0.47,"SecCamp ,Farmy, SecCamp ,Smurfs,Drug Design,Raid Dorms Cook",101,5,0,0,0,hr,low
2344,0.65,0.89,"Farmy,Raid Dorms Cook,Drug Design,  AiFest23  ,Smurfs",223,3,1,0,0,accounting,medium
2345,0.55,0.72,"  Penalizing System,WebCamp,  Drug Design  ,Salah lFrog",273,3,0,0,0,technical,low
2346,,0.89,"Penalizing System, SecCamp ",220,3,0,0,0,technical,low
2347,,0.58,"Penalizing System,  Drug Design  , SecCamp ",157,2,0,0,0,support,medium
2348,0.49,0.57,"Salah lFrog,  AiFest23  ,  Drug Design  ",192,3,0,0,0,technical,medium
2349,0..65,0.92,"  Drug Design  ,Farmy,Raid Dorms Cook",101,3,1,0,0,IT,medium
2350,0..64,0.5,"Farmy,SecCamp ,Raid Dorms Cook,WebCamp",253,10,0,0,1,management,high
2351,,0.58,"  AiFest23  ,Smurfs  ,SecCamp ,  Penalizing System,Raid Dorms Cook",171,2,0,0,0,accounting,medium
2352,0.1,0.97,"  AiFest23  ,Raid Dorms Cook,SecCamp ,Smurfs,Farmy,AiFest23,Drug Design",306,4,0,1,0,marketing,low
2353,0.64,0.55,"Farmy,  Penalizing System,  AiFest23  ,Salah lFrog",215,2,0,0,0,sales,low
2354,0.12,0.8,"Raid Dorms Cook, SecCamp ,  Penalizing System,  AiFest23  ,Drug Design",136,2,0,1,0,technical,low
2355,0.51,0.52,"Raid Dorms Cook,Penalizing System,Drug Design",132,3,0,0,0,sales,low
2356,0.54,0.63,"Smurfs,  Penalizing System,Farmy,AiFest23,SecCamp ",259,2,0,0,0,sales,medium
2357,,0.64,"  AiFest23  ,Penalizing System,Smurfs  ,  Drug Design  ",234,2,0,0,0,sales,high
2358,0.16,0.78,"Salah lFrog, SecCamp ,Drug Design,  Drug Design  ",280,6,0,0,0,technical,high
2359,0.78,0.66,"WebCamp,Smurfs,Raid Dorms Cook",164,3,0,1,0,sales,low
2360,0.21,0.7,"  Drug Design  ,Smurfs  ,SecCamp ",104,2,0,0,0,technical,low
2361,0.73,0.88,"  Penalizing System,Drug Design, SecCamp ,Penalizing System",236,3,1,0,0,technical,low
2362,,0.88,"  Penalizing System,  AiFest23  ,Drug Design",204,2,0,0,0,management,low
2363,0................61,0.49,"Smurfs  ,Smurfs, SecCamp ",275,2,0,0,0,product_mng,low
2364,0.53,0.69,"WebCamp,  Penalizing System, SecCamp ,Farmy",257,4,0,0,0,support,high
2365,0.54,0.6,"  Penalizing System, SecCamp ,Penalizing System",209,2,0,0,0,support,low
2366,0.85,0.57,"AiFest23,Penalizing System,Smurfs,  Drug Design  ,Drug Design",190,2,1,0,0,technical,medium
2367,0.77,0.67,"Smurfs  ,Smurfs,WebCamp,Raid Dorms Cook,Salah lFrog",207,2,0,0,0,sales,low
2368,0.6,0.5,"SecCamp ,  AiFest23  ,WebCamp,Farmy,AiFest23",203,3,0,0,0,sales,medium
2369,0.56,0.92,"  AiFest23  , SecCamp ,Raid Dorms Cook,  Drug Design  ,Drug Design",222,4,0,0,0,support,medium
2370,,0.94,"SecCamp ,Farmy,  Drug Design  ,Penalizing System,Salah lFrog",227,6,0,1,0,sales,medium
2371,0.51,0.62,"  AiFest23  ,Raid Dorms Cook",186,2,0,0,0,sales,low
2372,0.52,0.86,"Farmy,  Drug Design  ,Penalizing System,  Penalizing System, SecCamp ",256,3,0,0,0,support,medium
2373,0................84,0.78,"Drug Design,AiFest23,Penalizing System,Farmy,  Drug Design  ",172,2,0,0,1,accounting,high
2374,0.81,0.9,"  Penalizing System,Drug Design,Raid Dorms Cook,Smurfs  ,Salah lFrog",238,6,0,1,0,marketing,low
2375,0.56,0.93,"Raid Dorms Cook,Smurfs,Salah lFrog,Smurfs  ",210,3,1,0,0,technical,low
2376,0.96,0.7,"WebCamp,Raid Dorms Cook",273,3,0,0,0,sales,low
2377,0.69,0.89,"Penalizing System,Smurfs",202,2,0,0,0,IT,medium
2378,0.11,0.81,"Drug Design,Smurfs,  Drug Design  ,Penalizing System,WebCamp",287,4,0,1,0,sales,low
2379,0.9,0.68,"SecCamp ,Smurfs,  Drug Design  ",156,3,1,0,0,sales,high
2380,0..48,0.63,"  Penalizing System,Farmy,Salah lFrog",180,2,1,0,0,technical,low
2381,0.11,0.96,"Drug Design,  Penalizing System,Penalizing System,Salah lFrog,Farmy,  Drug Design  ",301,5,0,1,0,technical,low
2382,0.44,0.97,"WebCamp,  AiFest23  ,Salah lFrog,SecCamp ",240,5,1,0,0,technical,medium
2383,0.63,0.93,"  AiFest23  ,Raid Dorms Cook,Salah lFrog,Smurfs",233,3,0,0,0,IT,medium
2384,0.63,1.0,"Smurfs  , SecCamp ,Penalizing System,WebCamp,Farmy",244,2,0,0,0,hr,medium
2385,0.11,0.79,"SecCamp ,Salah lFrog,Raid Dorms Cook,  Penalizing System,Penalizing System,Smurfs",292,4,0,1,0,IT,low
2386,0.82,0.81," SecCamp ,Smurfs,SecCamp ",149,3,0,0,0,support,low
2387,0.69,0.98,"Farmy,Smurfs,AiFest23,WebCamp",180,3,0,0,0,support,medium
2388,0.69,0.57,"  Drug Design  ,Raid Dorms Cook,  Penalizing System,Smurfs,  AiFest23  ",245,2,1,0,0,sales,low
2389,0.59,0.97,"Salah lFrog,SecCamp , SecCamp ",209,3,0,0,0,sales,high
2390,0.65,0.5," SecCamp ,Smurfs  ,Penalizing System,  Drug Design  ,  AiFest23  ",270,2,0,0,0,sales,low
2391,0.9,0.83,"AiFest23,  Penalizing System,  Drug Design  ",151,3,0,0,0,IT,low
2392,0.72,0.86,"  Drug Design  ,Smurfs,  AiFest23  ,WebCamp",137,2,0,0,0,product_mng,low
2393,0.39,0.56,"  AiFest23  ,  Penalizing System",130,3,0,1,0,sales,medium
2394,0.11,0.79,"WebCamp,Farmy,Smurfs  ,Smurfs,  Drug Design  ,Salah lFrog",247,4,0,1,0,RandD,medium
2395,0.95,0.58,"SecCamp ,Farmy,Raid Dorms Cook,Salah lFrog,Penalizing System",169,2,0,0,0,support,low
2396,0.59,0.95,"Farmy,Smurfs  ,Drug Design,Raid Dorms Cook,  Drug Design  ",254,2,0,0,0,technical,medium
2397,0.77,0.94,"  AiFest23  ,Salah lFrog,Drug Design,  Penalizing System,Smurfs",226,6,0,1,0,support,low
2398,0.52,0.53,"  Drug Design  ,Salah lFrog, SecCamp ,  Penalizing System,Penalizing System",182,2,0,0,0,technical,medium
2399,0.32,0.95,"Raid Dorms Cook,  Penalizing System,Smurfs  ,AiFest23,  Drug Design  ",172,2,0,1,0,sales,low
2400,0.92,0.53,"  Drug Design  ,  Penalizing System",249,2,0,0,0,IT,high
2401,,0.73,"Smurfs,Salah lFrog, SecCamp ",245,2,1,0,0,product_mng,low
2402,0.73,0.45," SecCamp ,WebCamp,AiFest23,Drug Design,Smurfs",232,4,0,0,0,accounting,low
2403,0.75,0.89,"Penalizing System,WebCamp,Smurfs",196,3,0,0,0,RandD,low
2404,0.53,0.74,"  AiFest23  ,  Penalizing System,WebCamp,Farmy,Salah lFrog",237,2,0,0,1,support,medium
2405,,0.96,"Salah lFrog,AiFest23,Farmy,WebCamp,Drug Design",243,3,0,0,0,technical,medium
2406,0.6,0.68,"Smurfs,  AiFest23  ,AiFest23,SecCamp ",264,2,1,0,0,RandD,low
2407,0.45,0.37,"Farmy,Smurfs,Drug Design,AiFest23,Salah lFrog,Smurfs  ",226,2,0,0,0,technical,low
2408,0.41,0.86,"Raid Dorms Cook,Smurfs,Smurfs  ,WebCamp,  Penalizing System,  Drug Design  ",215,5,0,0,0,sales,low
2409,0.99,0.98,"Salah lFrog,AiFest23,Smurfs  ,Smurfs",259,3,0,0,0,IT,low
2410,0.57,0.62,"Salah lFrog, SecCamp ,Drug Design",154,2,0,0,0,sales,medium
2411,0.53,0.74,"WebCamp,Smurfs  ,  Penalizing System",135,2,0,0,0,marketing,low
2412,0.55,0.77,"WebCamp,Salah lFrog,  Penalizing System",256,3,1,0,0,sales,low
2413,0.14,0.64,"WebCamp,Farmy,  AiFest23  ,  Drug Design  ,Penalizing System",164,5,0,0,0,product_mng,low
2414,0.79,0.87,"Salah lFrog,Drug Design,Raid Dorms Cook",218,3,0,0,0,support,medium
2415,,0.86,"Smurfs  ,SecCamp ,AiFest23,Smurfs, SecCamp ,Penalizing System",279,4,0,1,0,sales,low
2416,0.13,0.89,"  Drug Design  ,Raid Dorms Cook,Salah lFrog,  AiFest23  ",249,6,1,0,0,support,medium
2417,,0.61,"Salah lFrog,  Drug Design  ,SecCamp ,  AiFest23  ,Drug Design",230,6,0,0,0,marketing,low
2418,0.77,0.81,"Smurfs,Smurfs  ,  AiFest23  ,WebCamp",164,3,0,0,0,technical,high
2419,0.61,0.9,"Raid Dorms Cook, SecCamp ,  AiFest23  ",224,3,0,0,0,support,low
2420,0..75,0.99,"Smurfs  ,SecCamp ,AiFest23,Salah lFrog,Smurfs",221,5,0,1,0,product_mng,low
2421,0.98,0.56,"Penalizing System,AiFest23,  AiFest23  ,Drug Design,Raid Dorms Cook",188,3,0,0,0,technical,low
2422,0.69,0.43,"Smurfs,  Penalizing System,  Drug Design  ,Salah lFrog,Drug Design",113,8,0,0,0,technical,medium
2423,0.39,0.56,"Penalizing System,  Penalizing System",135,3,0,1,0,hr,low
2424,0.42,0.51,"  Drug Design  , SecCamp ",136,3,0,1,0,technical,medium
2425,0.2,0.59," SecCamp ,WebCamp,Penalizing System,AiFest23,SecCamp ",105,4,0,0,0,technical,high
2426,0.5,0.91," SecCamp ,Smurfs  ,SecCamp ",240,3,0,0,0,sales,low
2427,0.36,0.48,"Raid Dorms Cook,Smurfs",148,3,1,1,0,management,medium
2428,0................63,0.94,"SecCamp ,AiFest23,Penalizing System",237,3,1,0,0,RandD,medium
2429,0.75,1.0,"Smurfs  ,  Penalizing System,  Drug Design  ,  AiFest23  ",216,6,0,1,0,technical,low
2430,0.39,0.64,"Penalizing System,  Drug Design  ,Smurfs",152,2,0,0,0,sales,low
2431,0.96,0.87,"AiFest23,Smurfs  ,  Drug Design  ,  AiFest23  ,SecCamp ",202,2,0,0,0,marketing,low
2432,0.3,0.67,"AiFest23,WebCamp,Salah lFrog",150,2,0,0,0,technical,medium
2433,0.92,0.79,"  Drug Design  ,Drug Design,Farmy",243,4,0,0,0,support,medium
2434,,0.62,"SecCamp ,AiFest23,Penalizing System,WebCamp,  Penalizing System",238,3,0,0,0,sales,low
2435,1.0,0.74,"  Penalizing System,Raid Dorms Cook",187,3,0,0,0,support,medium
2436,0.48,0.81,"SecCamp , SecCamp ,  Drug Design  ,Farmy",149,2,0,0,0,management,medium
2437,0.67,0.63,"Salah lFrog,Raid Dorms Cook,WebCamp",270,5,0,0,0,sales,low
2438,0.67,0.55,"Salah lFrog,WebCamp,Farmy,Penalizing System",214,3,1,0,0,sales,medium
2439,,0.6,"Smurfs  , SecCamp ,Farmy",255,4,1,0,0,marketing,low
2440,0.54,0.56,"Drug Design,Raid Dorms Cook,Smurfs,WebCamp",260,3,0,1,0,sales,medium
2441,0.63,0.59,"AiFest23,  Penalizing System,Raid Dorms Cook",155,3,1,0,0,sales,medium
2442,0.79,0.84,"SecCamp ,WebCamp,  AiFest23  ,Smurfs",171,3,0,0,0,sales,low
2443,1.0,0.72,"Salah lFrog,SecCamp ,  AiFest23  ,Smurfs,WebCamp",194,7,1,0,0,sales,medium
2444,0.37,0.48,"  Drug Design  ,Smurfs  ",137,3,0,1,0,technical,medium
2445,,0.68,"Drug Design, SecCamp ,Raid Dorms Cook",189,3,0,0,0,sales,low
2446,0.69,0.68,"Farmy, SecCamp ,  Penalizing System",151,3,1,0,0,support,low
2447,0.75,0.99,"SecCamp ,Smurfs,Farmy,Drug Design,Penalizing System",221,5,0,1,0,product_mng,low
2448,0.76,0.83,"Raid Dorms Cook,Salah lFrog,Smurfs  ",186,2,1,0,0,RandD,medium
2449,0.66,0.57,"  AiFest23  ,Salah lFrog, SecCamp ,AiFest23,WebCamp",161,5,0,1,0,technical,high
2450,0.14,0.56,"Salah lFrog,  Penalizing System,  Drug Design  ,Drug Design,Smurfs  ",259,4,1,0,0,IT,low
2451,,0.74,"Penalizing System,AiFest23,Drug Design,SecCamp ,Farmy",249,3,0,0,0,support,medium
2452,0.65,0.6,"WebCamp,AiFest23,  Penalizing System",142,2,0,0,0,support,high
2453,0.74,0.96,"Drug Design,Farmy,  Penalizing System,Smurfs  ",197,3,0,0,0,accounting,high
2454,0.78,0.98,"  AiFest23  ,Drug Design,AiFest23,Raid Dorms Cook,Smurfs",239,6,0,1,0,marketing,low
2455,0.8,0.6,"Drug Design,Penalizing System,  Drug Design  ",247,2,0,0,0,sales,medium
2456,0.16,0.94,"Smurfs  ,Raid Dorms Cook,WebCamp",178,4,0,0,0,hr,medium
2457,0.71,0.55,"Drug Design,AiFest23,Raid Dorms Cook,  AiFest23  ,  Drug Design  ",262,3,0,0,0,support,medium
2458,0.54,0.76,"  Penalizing System,  AiFest23  ,Farmy",183,3,0,0,0,sales,low
2459,,0.73,"Penalizing System,AiFest23,  Drug Design  ,  AiFest23  ",188,5,0,0,0,technical,low
2460,1.0,0.89,"Smurfs  ,SecCamp ,Smurfs,WebCamp",152,3,0,0,0,technical,low
2461,0.95,0.79," SecCamp ,Smurfs,AiFest23,  Drug Design  ",174,3,0,0,0,accounting,low
2462,0.4,0.46,"WebCamp,  Drug Design  ",128,3,0,1,0,management,low
2463,0.49,0.71,"SecCamp ,Smurfs  ",117,3,0,0,0,marketing,high
2464,0.71,0.99,"SecCamp ,Raid Dorms Cook,Smurfs,Drug Design",238,4,1,0,0,sales,high
2465,0.77,0.64,"Farmy,Smurfs,  Penalizing System",254,3,0,0,0,accounting,medium
2466,0.88,0.96,"Farmy, SecCamp ,  Penalizing System,AiFest23,Smurfs  ",173,4,0,0,0,accounting,medium
2467,0.82,0.76,"  AiFest23  ,  Penalizing System,Drug Design",219,8,1,0,0,IT,low
2468,0.91,0.67,"Raid Dorms Cook,Salah lFrog",255,4,0,0,0,accounting,low
2469,0.75,0.82,"SecCamp ,Smurfs,Farmy,  Penalizing System,Raid Dorms Cook",202,3,1,0,0,IT,low
2470,0.58,0.79,"Drug Design,Penalizing System",274,4,0,0,0,support,medium
2471,0.48,0.64,"Penalizing System,Salah lFrog,WebCamp,Raid Dorms Cook",227,3,0,0,0,sales,low
2472,0.65,0.98,"AiFest23,Smurfs  ,Salah lFrog",283,2,1,0,0,technical,low
2473,0.73,0.62,"  AiFest23  ,Smurfs  ,Drug Design,  Drug Design  ,Raid Dorms Cook",186,4,0,0,0,technical,low
2474,0.95,0.54,"Drug Design,Raid Dorms Cook,Smurfs  ,Penalizing System",255,2,0,0,0,sales,low
2475,0.56,0.75," SecCamp ,  AiFest23  ,WebCamp,Salah lFrog,Raid Dorms Cook",143,5,0,0,0,support,medium
2476,0.86,0.51,"SecCamp ,  AiFest23  ,WebCamp,  Drug Design  ",211,2,1,0,0,technical,low
2477,0.66,0.96,"Smurfs,  Drug Design  ,AiFest23",243,3,1,0,0,sales,medium
2478,0.93,0.99," SecCamp ,Smurfs  ,Drug Design",169,3,0,0,0,technical,low
2479,0.98,0.65,"  Penalizing System,Raid Dorms Cook,  AiFest23  ,SecCamp ",263,2,1,0,0,sales,medium
2480,,0.83,"Farmy,  Drug Design  ,SecCamp ",220,3,0,0,0,sales,low
2481,0.76,0.92,"WebCamp,  Penalizing System,Raid Dorms Cook,Farmy",246,5,0,1,0,sales,low
2482,0.81,0.62,"WebCamp,  Penalizing System,Raid Dorms Cook",187,3,0,0,0,technical,low
2483,0.49,0.67,"  AiFest23  ,Smurfs,  Drug Design  ",140,2,0,0,0,hr,medium
2484,,0.97,"Smurfs,Penalizing System,  Penalizing System,Drug Design",104,5,0,0,0,accounting,low
2485,0.9,0.74,"Smurfs  ,Farmy,Penalizing System",260,4,0,0,0,technical,high
2486,0.91,0.96,"  Drug Design  ,AiFest23,  AiFest23  ,WebCamp",232,5,0,1,0,sales,low
2487,0.45,0.42,"Farmy,Salah lFrog,AiFest23, SecCamp ",156,7,0,0,0,product_mng,high
2488,0.74,0.8,"Smurfs  ,Salah lFrog,Farmy",219,2,0,0,0,marketing,medium
2489,0.76,0.79," SecCamp ,Farmy,Salah lFrog",162,2,1,0,0,technical,medium
2490,,0.48,"SecCamp ,Smurfs",148,3,0,1,0,sales,low
2491,0.36,0.71,"  Drug Design  ,AiFest23,Smurfs",100,3,0,0,0,technical,medium
2492,,0.97,"Raid Dorms Cook,SecCamp ,Penalizing System,Smurfs  ",102,3,0,0,0,IT,high
2493,0.36,0.48,"  Drug Design  ,Drug Design",159,3,0,1,0,product_mng,low
2494,0.58,0.84,"SecCamp ,Salah lFrog, SecCamp ,AiFest23",150,4,1,0,0,sales,low
2495,0.65,0.79,"Smurfs  ,Smurfs,AiFest23,Drug Design,  AiFest23  ",233,3,0,0,0,support,low
2496,0.82,0.89,"Drug Design,Penalizing System,Smurfs,Raid Dorms Cook",239,2,0,0,0,product_mng,medium
2497,0.36,0.44,"Penalizing System,  Penalizing System,Raid Dorms Cook,  AiFest23  ,Smurfs",155,3,0,0,0,technical,medium
2498,0.74,0.87,"Raid Dorms Cook,  Drug Design  ,Drug Design,  Penalizing System, SecCamp ",264,3,0,0,0,accounting,high
2499,0.67,0.85,"Drug Design,WebCamp,AiFest23",153,4,0,0,0,technical,low
2500,,0.67,"Smurfs  ,Raid Dorms Cook",142,3,0,0,0,technical,low
2501,0.92,0.87,"Raid Dorms Cook,AiFest23,WebCamp,Drug Design",229,6,0,1,0,sales,low
2502,0.73,0.68,"Salah lFrog,Farmy,SecCamp ,Raid Dorms Cook,Penalizing System",133,2,0,0,0,sales,low
2503,0.66,0.96,"SecCamp ,  Penalizing System,WebCamp,Smurfs",185,2,1,0,0,sales,medium
2504,0.63,0.67,"AiFest23,  Penalizing System,Farmy,Raid Dorms Cook,  AiFest23  ",169,2,0,0,0,marketing,medium
2505,0.1,0.97,"Drug Design,Salah lFrog,  Drug Design  ,Smurfs,WebCamp,AiFest23",280,4,0,1,0,sales,low
2506,1.3703027177528408,0.8,"  Drug Design  ,AiFest23,  AiFest23  ,Smurfs,Farmy,  Penalizing System",304,5,0,1,0,technical,medium
2507,0.87,0.74,"  Penalizing System,SecCamp ,Farmy,Smurfs,  AiFest23  ",248,2,0,0,0,IT,low
2508,0.91,1.0,"Raid Dorms Cook,SecCamp ,Smurfs  ,Salah lFrog",257,5,0,1,0,accounting,medium
2509,0.87,0.9,"Smurfs  ,  Drug Design  ,Farmy,Penalizing System,  AiFest23  ",252,5,0,1,0,IT,low
2510,0.54,0.82,"  Penalizing System,WebCamp",279,3,1,0,0,marketing,low
